client_id,age,credit_score,credit_amount,interest_rate,annual_interest_payment,age_group,credit_category
client00666,62,406,197233,13.62,26863.1,60-80 elderly,middle
client00667,19,147,77835,20.35,15839.4,18-25 young,low
client00668,38,157,133654,20.35,27198.6,25-40 adult,low
client00669,36,467,113370,13.62,15441.0,25-40 adult,middle
client00670,41,541,172282,9.81,16900.9,40-60 middle,high
client00671,27,350,82118,13.62,11184.5,25-40 adult,middle
client00672,51,521,120116,9.81,11783.4,40-60 middle,high
client00673,54,798,571435,6.74,38514.7,40-60 middle,high
client00674,68,284,114990,20.35,23400.5,60-80 elderly,low
client00675,28,279,86930,20.35,17690.3,25-40 adult,low
client00676,23,724,73172,6.74,4931.8,18-25 young,high
client00677,42,734,71658,6.74,4829.7,40-60 middle,high
client00678,61,346,126077,13.62,17171.7,60-80 elderly,middle
client00679,49,697,82587,9.81,8101.8,40-60 middle,high
client00680,27,337,276535,13.62,37664.1,25-40 adult,middle
client00681,47,753,745270,6.74,50231.2,40-60 middle,high
client00682,34,570,159611,9.81,15657.8,25-40 adult,high
client00683,34,782,360330,6.74,24286.2,25-40 adult,high
client00684,18,576,276835,9.81,27157.5,18-25 young,high
client00685,36,793,267457,6.74,18026.6,25-40 adult,high
client00686,52,261,263248,20.35,53571.0,40-60 middle,low
client00687,22,552,135835,9.81,13325.4,18-25 young,high
client00688,40,701,88929,6.74,5993.8,25-40 adult,high
client00689,37,754,856157,6.74,57705.0,25-40 adult,high
client00690,45,806,427905,2.35,10055.8,40-60 middle,high
client00691,34,567,99763,9.81,9786.8,25-40 adult,high
client00692,37,303,250047,13.62,34056.4,25-40 adult,middle
client00693,42,594,91770,9.81,9002.6,40-60 middle,high
client00694,24,342,180617,13.62,24600.0,18-25 young,middle
client00695,42,685,86866,9.81,8521.6,40-60 middle,high
client00696,40,688,85296,9.81,8367.5,25-40 adult,high
client00697,36,816,622987,2.35,14640.2,25-40 adult,high
client00698,36,122,280444,20.35,57070.4,25-40 adult,low
client00699,60,505,130882,9.81,12839.5,40-60 middle,high
client00700,35,108,180382,20.35,36707.7,25-40 adult,low
client00701,54,802,124302,2.35,2921.1,40-60 middle,high
client00702,67,150,73605,20.35,14978.6,60-80 elderly,low
client00703,56,608,82885,9.81,8131.0,40-60 middle,high
client00704,36,335,182499,13.62,24856.4,25-40 adult,middle
client00705,56,460,169860,13.62,23134.9,40-60 middle,middle
client00706,32,751,352422,6.74,23753.2,25-40 adult,high
client00707,30,735,77049,6.74,5193.1,25-40 adult,high
client00708,34,794,711680,6.74,47967.2,25-40 adult,high
client00709,66,838,470037,2.35,11045.9,60-80 elderly,high
client00710,67,775,151021,6.74,10178.8,60-80 elderly,high
client00711,61,240,63248,20.35,12871.0,60-80 elderly,low
client00712,58,199,123755,20.35,25184.1,40-60 middle,low
client00713,58,761,618934,6.74,41716.2,40-60 middle,high
client00714,20,416,206635,13.62,28143.7,18-25 young,middle
client00715,68,551,281299,9.81,27595.4,60-80 elderly,high
client00716,20,693,97618,9.81,9576.3,18-25 young,high
client00717,41,849,786041,2.35,18472.0,40-60 middle,high
client00718,26,192,226297,20.35,46051.4,25-40 adult,low
client00719,36,434,173361,13.62,23611.8,25-40 adult,middle
client00720,65,525,124907,9.81,12253.4,60-80 elderly,high
client00721,29,305,190690,13.62,25972.0,25-40 adult,middle
client00722,26,652,70267,9.81,6893.2,25-40 adult,high
client00723,41,643,97760,9.81,9590.3,40-60 middle,high
client00724,50,379,78179,13.62,10648.0,40-60 middle,middle
client00725,28,363,162965,13.62,22195.8,25-40 adult,middle
client00726,70,593,85110,9.81,8349.3,60-80 elderly,high
client00727,69,402,281330,13.62,38317.1,60-80 elderly,middle
client00728,65,446,119329,13.62,16252.6,60-80 elderly,middle
client00729,69,217,240711,20.35,48984.7,60-80 elderly,low
client00730,47,177,145886,20.35,29687.8,40-60 middle,low
client00731,27,331,250240,13.62,34082.7,25-40 adult,middle
client00732,61,841,522842,2.35,12286.8,60-80 elderly,high
client00733,61,506,145928,9.81,14315.5,60-80 elderly,high
client00734,69,670,71482,9.81,7012.4,60-80 elderly,high
client00735,41,192,155010,20.35,31544.5,40-60 middle,low
client00736,68,504,63410,9.81,6220.5,60-80 elderly,high
client00737,18,370,199495,13.62,27171.2,18-25 young,middle
client00738,52,226,197276,20.35,40145.7,40-60 middle,low
client00739,47,477,101027,13.62,13759.9,40-60 middle,middle
client00740,61,788,480133,6.74,32361.0,60-80 elderly,high
client00741,34,698,88128,9.81,8645.4,25-40 adult,high
client00742,42,753,402620,6.74,27136.6,40-60 middle,high
client00743,41,210,69275,20.35,14097.5,40-60 middle,low
client00744,61,339,151279,13.62,20604.2,60-80 elderly,middle
client00745,48,125,182187,20.35,37075.1,40-60 middle,low
client00746,57,674,84757,9.81,8314.7,40-60 middle,high
client00747,38,724,95047,6.74,6406.2,25-40 adult,high
client00748,32,763,676566,6.74,45600.5,25-40 adult,high
client00749,22,750,393308,6.74,26509.0,18-25 young,high
client00750,70,575,266350,9.81,26128.9,60-80 elderly,high
client00751,62,409,213379,13.62,29062.2,60-80 elderly,middle
client00752,59,518,228362,9.81,22402.3,40-60 middle,high
client00753,25,243,210181,20.35,42771.8,18-25 young,low
client00754,20,138,81145,20.35,16513.0,18-25 young,low
client00755,37,604,74216,9.81,7280.6,25-40 adult,high
client00756,25,199,75344,20.35,15332.5,18-25 young,low
client00757,33,650,82907,9.81,8133.2,25-40 adult,high
client00758,26,497,147831,13.62,20134.6,25-40 adult,middle
client00759,47,479,258377,13.62,35190.9,40-60 middle,middle
client00760,60,813,455556,2.35,10705.6,40-60 middle,high
client00761,52,529,196232,9.81,19250.4,40-60 middle,high
client00762,55,844,483366,2.35,11359.1,40-60 middle,high
client00763,27,524,247909,9.81,24319.9,25-40 adult,high
client00764,59,201,87818,20.35,17871.0,40-60 middle,low
client00765,49,730,76522,6.74,5157.6,40-60 middle,high
client00766,44,386,207932,13.62,28320.3,40-60 middle,middle
client00767,20,806,633853,2.35,14895.5,18-25 young,high
client00768,41,322,155221,13.62,21141.1,40-60 middle,middle
client00769,46,555,181092,9.81,17765.1,40-60 middle,high
client00770,33,471,60552,13.62,8247.2,25-40 adult,middle
client00771,24,802,147504,2.35,3466.3,18-25 young,high
client00772,41,657,71275,9.81,6992.1,40-60 middle,high
client00773,59,467,85923,13.62,11702.7,40-60 middle,middle
client00774,21,507,237063,9.81,23255.9,18-25 young,high
client00775,35,294,137304,20.35,27941.4,25-40 adult,low
client00776,25,565,260754,9.81,25580.0,18-25 young,high
client00777,23,778,596756,6.74,40221.4,18-25 young,high
client00778,31,757,644559,6.74,43443.3,25-40 adult,high
client00779,58,711,84974,6.74,5727.2,40-60 middle,high
client00780,19,151,89043,20.35,18120.3,18-25 young,low
client00781,68,441,208927,13.62,28455.9,60-80 elderly,middle
client00782,33,228,284129,20.35,57820.3,25-40 adult,low
client00783,68,678,86892,9.81,8524.1,60-80 elderly,high
client00784,31,170,86642,20.35,17631.6,25-40 adult,low
client00785,66,667,80746,9.81,7921.2,60-80 elderly,high
client00786,31,700,90089,9.81,8837.7,25-40 adult,high
client00787,31,338,133500,13.62,18182.7,25-40 adult,middle
client00788,39,251,92598,20.35,18843.7,25-40 adult,low
client00789,68,710,82876,6.74,5585.8,60-80 elderly,high
client00790,18,383,211611,13.62,28821.4,18-25 young,middle
client00791,27,233,243808,20.35,49614.9,25-40 adult,low
client00792,52,356,270883,13.62,36894.3,40-60 middle,middle
client00793,69,278,128442,20.35,26137.9,60-80 elderly,low
client00794,25,776,722565,6.74,48700.9,18-25 young,high
client00795,19,234,138178,20.35,28119.2,18-25 young,low
client00796,18,466,182989,13.62,24923.1,18-25 young,middle
client00797,68,343,267131,13.62,36383.2,60-80 elderly,middle
client00798,55,431,183618,13.62,25008.8,40-60 middle,middle
client00799,19,278,189549,20.35,38573.2,18-25 young,low
client00800,34,153,178410,20.35,36306.4,25-40 adult,low
client00801,26,531,235791,9.81,23131.1,25-40 adult,high
client00802,51,216,197567,20.35,40204.9,40-60 middle,low
client00803,65,165,128588,20.35,26167.7,60-80 elderly,low
client00804,48,559,174490,9.81,17117.5,40-60 middle,high
client00805,67,470,263843,13.62,35935.4,60-80 elderly,middle
client00806,50,707,70545,6.74,4754.7,40-60 middle,high
client00807,24,562,146562,9.81,14377.7,18-25 young,high
client00808,50,326,136832,13.62,18636.5,40-60 middle,middle
client00809,57,144,226634,20.35,46120.0,40-60 middle,low
client00810,64,774,214928,6.74,14486.1,60-80 elderly,high
client00811,51,408,159193,13.62,21682.1,40-60 middle,middle
client00812,47,758,712056,6.74,47992.6,40-60 middle,high
client00813,19,162,130655,20.35,26588.3,18-25 young,low
client00814,48,511,258864,9.81,25394.6,40-60 middle,high
client00815,45,802,860557,2.35,20223.1,40-60 middle,high
client00816,24,602,98576,9.81,9670.3,18-25 young,high
client00817,63,554,230366,9.81,22598.9,60-80 elderly,high
client00818,22,182,214956,20.35,43743.5,18-25 young,low
client00819,38,722,70873,6.74,4776.8,25-40 adult,high
client00820,27,167,206476,20.35,42017.9,25-40 adult,low
client00821,26,381,174410,13.62,23754.6,25-40 adult,middle
client00822,57,748,78700,6.74,5304.4,40-60 middle,high
client00823,55,661,91482,9.81,8974.4,40-60 middle,high
client00824,63,432,255233,13.62,34762.7,60-80 elderly,middle
client00825,42,711,95433,6.74,6432.2,40-60 middle,high
client00826,51,401,201643,13.62,27463.8,40-60 middle,middle
client00827,47,617,88927,9.81,8723.7,40-60 middle,high
client00828,56,540,109649,9.81,10756.6,40-60 middle,high
client00829,24,818,856442,2.35,20126.4,18-25 young,high
client00830,25,770,153849,6.74,10369.4,18-25 young,high
client00831,59,664,89120,9.81,8742.7,40-60 middle,high
client00832,64,320,175946,13.62,23963.8,60-80 elderly,middle
client00833,45,562,94698,9.81,9289.9,40-60 middle,high
client00834,32,523,187424,9.81,18386.3,25-40 adult,high
client00835,39,564,214895,9.81,21081.2,25-40 adult,high
client00836,43,525,239053,9.81,23451.1,40-60 middle,high
client00837,64,197,212460,20.35,43235.6,60-80 elderly,low
client00838,38,537,253058,9.81,24825.0,25-40 adult,high
client00839,38,781,982027,6.74,66188.6,25-40 adult,high
client00840,34,483,149664,13.62,20384.2,25-40 adult,middle
client00841,27,803,254954,2.35,5991.4,25-40 adult,high
client00842,48,168,265393,20.35,54007.5,40-60 middle,low
client00843,23,187,228448,20.35,46489.2,18-25 young,low
client00844,23,542,113490,9.81,11133.4,18-25 young,high
client00845,24,481,58276,13.62,7937.2,18-25 young,middle
client00846,69,233,200095,20.35,40719.3,60-80 elderly,low
client00847,53,161,298566,20.35,60758.2,40-60 middle,low
client00848,55,675,92954,9.81,9118.8,40-60 middle,high
client00849,53,437,78808,13.62,10733.6,40-60 middle,middle
client00850,60,225,100012,20.35,20352.4,40-60 middle,low
client00851,44,462,54964,13.62,7486.1,40-60 middle,middle
client00852,60,533,165615,9.81,16246.8,40-60 middle,high
client00853,64,152,132232,20.35,26909.2,60-80 elderly,low
client00854,36,714,83722,6.74,5642.9,25-40 adult,high
client00855,37,460,89696,13.62,12216.6,25-40 adult,middle
client00856,24,691,83531,9.81,8194.4,18-25 young,high
client00857,50,317,231010,13.62,31463.6,40-60 middle,middle
client00858,27,772,313795,6.74,21149.8,25-40 adult,high
client00859,48,329,157577,13.62,21462.0,40-60 middle,middle
client00860,24,458,181548,13.62,24726.8,18-25 young,middle
client00861,53,476,253154,13.62,34479.6,40-60 middle,middle
client00862,25,385,210295,13.62,28642.2,18-25 young,middle
client00863,54,331,291309,13.62,39676.3,40-60 middle,middle
client00864,69,539,173628,9.81,17032.9,60-80 elderly,high
client00865,53,736,98600,6.74,6645.6,40-60 middle,high
client00866,57,791,989587,6.74,66698.2,40-60 middle,high
client00867,59,670,94111,9.81,9232.3,40-60 middle,high
client00868,19,723,93835,6.74,6324.5,18-25 young,high
client00869,60,810,165306,2.35,3884.7,40-60 middle,high
client00870,35,129,235014,20.35,47825.3,25-40 adult,low
client00871,29,379,86197,13.62,11740.0,25-40 adult,middle
client00872,62,416,185969,13.62,25329.0,60-80 elderly,middle
client00873,39,459,104353,13.62,14212.9,25-40 adult,middle
client00874,18,285,197033,20.35,40096.2,18-25 young,low
client00875,27,679,80651,9.81,7911.9,25-40 adult,high
client00876,60,510,223598,9.81,21935.0,40-60 middle,high
client00877,22,245,175402,20.35,35694.3,18-25 young,low
client00878,65,748,87218,6.74,5878.5,60-80 elderly,high
client00879,19,193,148782,20.35,30277.1,18-25 young,low
client00880,65,643,80281,9.81,7875.6,60-80 elderly,high
client00881,31,485,95398,13.62,12993.2,25-40 adult,middle
client00882,44,564,170498,9.81,16725.9,40-60 middle,high
client00883,39,261,289107,20.35,58833.3,25-40 adult,low
client00884,41,419,189756,13.62,25844.8,40-60 middle,middle
client00885,64,432,139738,13.62,19032.3,60-80 elderly,middle
client00886,67,681,87900,9.81,8623.0,60-80 elderly,high
client00887,56,186,142874,20.35,29074.9,40-60 middle,low
client00888,21,259,227174,20.35,46229.9,18-25 young,low
client00889,28,732,95296,6.74,6423.0,25-40 adult,high
client00890,21,790,855944,6.74,57690.6,18-25 young,high
client00891,23,378,228453,13.62,31115.3,18-25 young,middle
client00892,46,777,774558,6.74,52205.2,40-60 middle,high
client00893,45,597,260672,9.81,25571.9,40-60 middle,high
client00894,56,552,231747,9.81,22734.4,40-60 middle,high
client00895,44,379,119300,13.62,16248.7,40-60 middle,middle
client00896,31,624,89990,9.81,8828.0,25-40 adult,high
client00897,25,453,176924,13.62,24097.0,18-25 young,middle
client00898,45,213,100400,20.35,20431.4,40-60 middle,low
client00899,36,794,358494,6.74,24162.5,25-40 adult,high
client00900,61,707,79142,6.74,5334.2,60-80 elderly,high
client00901,49,639,88287,9.81,8661.0,40-60 middle,high
client00902,60,415,128249,13.62,17467.5,40-60 middle,middle
client00903,20,325,108947,13.62,14838.6,18-25 young,middle
client00904,43,713,79752,6.74,5375.3,40-60 middle,high
client00905,21,107,252158,20.35,51314.2,18-25 young,low
client00906,31,408,125760,13.62,17128.5,25-40 adult,middle
client00907,31,240,234785,20.35,47778.7,25-40 adult,low
client00908,66,361,104336,13.62,14210.6,60-80 elderly,middle
client00909,36,435,230942,13.62,31454.3,25-40 adult,middle
client00910,25,107,234808,20.35,47783.4,18-25 young,low
client00911,49,540,178189,9.81,17480.3,40-60 middle,high
client00912,29,232,133110,20.35,27087.9,25-40 adult,low
client00913,42,645,85722,9.81,8409.3,40-60 middle,high
client00914,63,335,141436,13.62,19263.6,60-80 elderly,middle
client00915,50,672,88366,9.81,8668.7,40-60 middle,high
client00916,60,462,294763,13.62,40146.7,40-60 middle,middle
client00917,22,506,294969,9.81,28936.5,18-25 young,high
client00918,65,143,258510,20.35,52606.8,60-80 elderly,low
client00919,45,119,239179,20.35,48672.9,40-60 middle,low
client00920,47,179,121685,20.35,24762.9,40-60 middle,low
client00921,38,689,79430,9.81,7792.1,25-40 adult,high
client00922,45,687,73993,9.81,7258.7,40-60 middle,high
client00923,43,826,701334,2.35,16481.3,40-60 middle,high
client00924,58,527,227372,9.81,22305.2,40-60 middle,high
client00925,36,217,192394,20.35,39152.2,25-40 adult,low
client00926,43,121,149534,20.35,30430.2,40-60 middle,low
client00927,38,275,284818,20.35,57960.5,25-40 adult,low
client00928,69,732,82928,6.74,5589.3,60-80 elderly,high
client00929,47,806,958130,2.35,22516.1,40-60 middle,high
client00930,41,190,140474,20.35,28586.5,40-60 middle,low
client00931,45,208,252654,20.35,51415.1,40-60 middle,low
client00932,33,546,260925,9.81,25596.7,25-40 adult,high
client00933,55,510,88397,9.81,8671.7,40-60 middle,high
client00934,51,180,126140,20.35,25669.5,40-60 middle,low
client00935,43,417,61027,13.62,8311.9,40-60 middle,middle
client00936,65,447,125400,13.62,17079.5,60-80 elderly,middle
client00937,32,441,237207,13.62,32307.6,25-40 adult,middle
client00938,67,272,70717,20.35,14390.9,60-80 elderly,low
client00939,22,622,81349,9.81,7980.3,18-25 young,high
client00940,58,216,292223,20.35,59467.4,40-60 middle,low
client00941,51,622,84495,9.81,8289.0,40-60 middle,high
client00942,30,457,221959,13.62,30230.8,25-40 adult,middle
client00943,40,844,368900,2.35,8669.2,25-40 adult,high
client00944,70,760,883641,6.74,59557.4,60-80 elderly,high
client00945,70,251,175587,20.35,35732.0,60-80 elderly,low
client00946,33,205,106095,20.35,21590.3,25-40 adult,low
client00947,27,362,102970,13.62,14024.5,25-40 adult,middle
client00948,30,277,267042,20.35,54343.0,25-40 adult,low
client00949,56,256,191184,20.35,38905.9,40-60 middle,low
client00950,66,771,384303,6.74,25902.0,60-80 elderly,high
client00951,22,281,294586,20.35,59948.3,18-25 young,low
client00952,67,743,88416,6.74,5959.2,60-80 elderly,high
client00953,49,575,232497,9.81,22808.0,40-60 middle,high
client00954,66,677,78900,9.81,7740.1,60-80 elderly,high
client00955,66,693,74498,9.81,7308.3,60-80 elderly,high
client00956,46,797,214532,6.74,14459.5,40-60 middle,high
client00957,54,758,745584,6.74,50252.4,40-60 middle,high
client00958,58,739,94277,6.74,6354.3,40-60 middle,high
client00959,38,742,89229,6.74,6014.0,25-40 adult,high
client00960,38,254,112726,20.35,22939.7,25-40 adult,low
client00961,46,169,113558,20.35,23109.1,40-60 middle,low
client00962,48,552,63307,9.81,6210.4,40-60 middle,high
client00963,58,410,225592,13.62,30725.6,40-60 middle,middle
client00964,68,381,287288,13.62,39128.6,60-80 elderly,middle
client00965,55,157,189209,20.35,38504.0,40-60 middle,low
client00966,40,619,77394,9.81,7592.4,25-40 adult,high
client00967,22,417,217233,13.62,29587.1,18-25 young,middle
client00968,47,562,111036,9.81,10892.6,40-60 middle,high
client00969,20,158,63760,20.35,12975.2,18-25 young,low
client00970,41,393,76266,13.62,10387.4,40-60 middle,middle
client00971,22,760,533377,6.74,35949.6,18-25 young,high
client00972,23,729,80823,6.74,5447.5,18-25 young,high
client00973,56,619,93506,9.81,9172.9,40-60 middle,high
client00974,42,573,173837,9.81,17053.4,40-60 middle,high
client00975,55,667,73294,9.81,7190.1,40-60 middle,high
client00976,68,142,228570,20.35,46514.0,60-80 elderly,low
client00977,46,685,95256,9.81,9344.6,40-60 middle,high
client00978,59,292,86036,20.35,17508.3,40-60 middle,low
client00979,38,719,70169,6.74,4729.4,25-40 adult,high
client00980,48,613,88033,9.81,8636.0,40-60 middle,high
client00981,27,163,293557,20.35,59738.8,25-40 adult,low
client00982,46,205,91403,20.35,18600.5,40-60 middle,low
client00983,69,451,156668,13.62,21338.2,60-80 elderly,middle
client00984,63,186,221151,20.35,45004.2,60-80 elderly,low
client00985,50,761,598807,6.74,40359.6,40-60 middle,high
client00986,29,140,175160,20.35,35645.1,25-40 adult,low
client00987,33,824,782139,2.35,18380.3,25-40 adult,high
client00988,46,549,102286,9.81,10034.3,40-60 middle,high
client00989,51,635,94769,9.81,9296.8,40-60 middle,high
client00990,57,262,125299,20.35,25498.3,40-60 middle,low
client00991,41,481,134192,13.62,18277.0,40-60 middle,middle
client00992,36,496,124819,13.62,17000.3,25-40 adult,middle
client00993,44,446,219318,13.62,29871.1,40-60 middle,middle
client00994,61,712,71938,6.74,4848.6,60-80 elderly,high
client00995,21,746,99751,6.74,6723.2,18-25 young,high
client00996,59,442,251516,13.62,34256.5,40-60 middle,middle
client00997,22,437,73451,13.62,10004.0,18-25 young,middle
client00998,24,671,91374,9.81,8963.8,18-25 young,high
client00999,61,495,200505,13.62,27308.8,60-80 elderly,middle
client01000,36,358,110875,13.62,15101.2,25-40 adult,middle
